Installation,Taux occupation civières(%),Nombre de civières fonctionnelles,Nombre de patients sur civière,Nombre de patients sur civière +24h,Nombre de patients sur civière +48h,Nombre patients arrivés en ambulance,Nombre inscriptions,Nombre inscriptions avec SAG,date
Hôpital Fleury,89,18,16,0,0,16,59,0,2020-04-17
Hôpital Jean-Talon,41,22,9,0,0,23,81,0,2020-04-17
Pavillon Albert-Prévost,8,13,1,0,0,0,6,0,2020-04-17
Hôpital de Lachine,57,14,8,0,0,8,26,0,2020-04-17
Hôpital général de Montréal,58,31,18,0,0,29,58,0,2020-04-17
Hôpital Royal Victoria,97,33,32,8,3,22,93,1,2020-04-17
L'hôpital de Montréal pour enfants,42,12,5,0,0,8,67,0,2020-04-17
Institut de cardiologie de Montréal,41,22,9,0,0,1,44,0,2020-04-17
CHU Sainte-Justine,31,16,5,0,0,4,63,4,2020-04-18
Centre hospitalier de l'Université de Montréal,39,51,20,4,0,16,75,0,2020-04-18
Hôpital Louis-H. Lafontaine,0,12,0,0,0,2,8,0,2020-04-18
Hôpital Santa Cabrini,95,38,36,17,2,27,86,0,2020-04-18
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,117,54,63,17,5,32,141,2,2020-04-18
Centre hospitalier de St. Mary,73,22,16,1,0,20,70,1,2020-04-18
Hôpital de LaSalle,67,15,10,3,0,8,41,0,2020-04-18
Hôpital Douglas,150,6,9,5,0,0,9,0,2020-04-18
Hôpital général du Lakeshore,103,31,32,6,0,20,74,0,2020-04-18
L'Hôpital général juif Sir Mortimer B. Davis,53,53,28,0,0,33,105,1,2020-04-18
Hôpital de Verdun,54,26,14,3,0,24,61,0,2020-04-18
Hôpital Notre-Dame,100,35,35,11,3,36,69,0,2020-04-18
Hôpital du Sacré-Coeur de Montréal,70,46,32,12,3,36,110,0,2020-04-18
Hôpital Fleury,78,18,14,1,0,16,45,0,2020-04-18
Hôpital Jean-Talon,45,22,10,0,0,17,61,0,2020-04-18
Pavillon Albert-Prévost,31,13,4,1,0,1,4,0,2020-04-18
Hôpital de Lachine,50,14,7,1,0,10,22,0,2020-04-18
Hôpital général de Montréal,48,31,15,1,0,26,51,1,2020-04-18
Hôpital Royal Victoria,76,33,25,7,2,21,70,0,2020-04-18
L'hôpital de Montréal pour enfants,17,12,2,0,0,4,54,1,2020-04-18
Institut de cardiologie de Montréal,14,22,3,2,0,0,27,0,2020-04-18
CHU Sainte-Justine,38,16,6,0,0,6,70,4,2020-04-19
Centre hospitalier de l'Université de Montréal,41,51,21,5,2,20,84,0,2020-04-19
Hôpital Louis-H. Lafontaine,0,12,0,0,0,1,4,0,2020-04-19
Hôpital Santa Cabrini,108,38,41,16,5,36,81,0,2020-04-19
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,106,54,57,18,1,49,146,0,2020-04-19
Centre hospitalier de St. Mary,59,22,13,3,0,19,74,0,2020-04-19
Hôpital de LaSalle,80,15,12,0,0,9,35,0,2020-04-19
Hôpital Douglas,217,6,13,7,4,3,11,0,2020-04-19
Hôpital général du Lakeshore,106,31,33,7,0,22,54,0,2020-04-19
L'Hôpital général juif Sir Mortimer B. Davis,55,53,29,0,0,33,100,2,2020-04-19
Hôpital de Verdun,77,26,20,2,0,27,67,0,2020-04-19
Hôpital Notre-Dame,106,35,37,9,1,39,72,0,2020-04-19
Hôpital du Sacré-Coeur de Montréal,74,46,34,17,10,22,88,0,2020-04-19
Hôpital Fleury,44,18,8,0,0,13,38,0,2020-04-19
Hôpital Jean-Talon,41,22,9,2,0,18,52,0,2020-04-19
Pavillon Albert-Prévost,38,13,5,2,1,0,5,0,2020-04-19
Hôpital de Lachine,64,14,9,0,0,11,24,0,2020-04-19
Hôpital général de Montréal,74,31,23,0,0,28,46,0,2020-04-19
Hôpital Royal Victoria,91,33,30,6,1,20,62,2,2020-04-19
L'hôpital de Montréal pour enfants,8,12,1,0,0,1,59,0,2020-04-19
Institut de cardiologie de Montréal,27,22,6,0,0,2,32,0,2020-04-19
CHU Sainte-Justine,12,16,2,0,0,6,82,3,2020-04-20
Centre hospitalier de l'Université de Montréal,76,51,39,5,0,25,117,0,2020-04-20
Hôpital Louis-H. Lafontaine,17,12,2,0,0,0,8,0,2020-04-20
Hôpital Santa Cabrini,97,38,37,9,5,37,88,0,2020-04-20
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,102,54,55,12,3,50,149,0,2020-04-20
Centre hospitalier de St. Mary,82,22,18,2,1,19,68,1,2020-04-20
Hôpital de LaSalle,53,15,8,1,0,9,47,0,2020-04-20
Hôpital Douglas,150,6,9,2,0,5,10,0,2020-04-20
Hôpital général du Lakeshore,97,31,30,11,2,16,61,0,2020-04-20
L'Hôpital général juif Sir Mortimer B. Davis,51,53,27,1,0,38,122,0,2020-04-20
Hôpital de Verdun,100,26,26,0,0,29,100,0,2020-04-20
Hôpital Notre-Dame,77,35,27,7,3,39,97,0,2020-04-20
Hôpital du Sacré-Coeur de Montréal,50,46,23,0,0,34,109,0,2020-04-20
Hôpital Fleury,61,18,11,1,0,19,57,0,2020-04-20
Hôpital Jean-Talon,32,22,7,0,0,16,77,1,2020-04-20
Pavillon Albert-Prévost,23,13,3,0,0,0,5,0,2020-04-20
Hôpital de Lachine,36,14,5,1,0,10,34,0,2020-04-20
Hôpital général de Montréal,65,31,20,2,0,26,52,0,2020-04-20
Hôpital Royal Victoria,82,33,27,5,1,21,72,1,2020-04-20
L'hôpital de Montréal pour enfants,17,12,2,0,0,6,66,0,2020-04-20
Institut de cardiologie de Montréal,55,22,12,1,0,1,55,0,2020-04-20
CHU Sainte-Justine,6,16,1,0,0,5,83,1,2020-04-21
Centre hospitalier de l'Université de Montréal,69,51,35,5,0,31,119,0,2020-04-21
Hôpital Louis-H. Lafontaine,33,12,4,1,0,0,4,0,2020-04-21
Hôpital Santa Cabrini,97,38,37,12,3,40,75,0,2020-04-21
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,124,54,67,17,2,39,129,0,2020-04-21
Centre hospitalier de St. Mary,68,22,15,2,1,19,57,0,2020-04-21
Hôpital de LaSalle,67,15,10,2,1,8,50,0,2020-04-21
Hôpital Douglas,233,6,14,5,0,4,13,0,2020-04-21
Hôpital général du Lakeshore,87,31,27,5,2,19,83,0,2020-04-21
L'Hôpital général juif Sir Mortimer B. Davis,42,53,22,0,0,38,137,0,2020-04-21
Hôpital de Verdun,92,26,24,2,0,24,110,0,2020-04-21
Hôpital Notre-Dame,106,35,37,15,2,34,84,0,2020-04-21
Hôpital du Sacré-Coeur de Montréal,61,46,28,3,0,27,109,0,2020-04-21
Hôpital Fleury,61,18,11,0,0,16,52,0,2020-04-21
Hôpital Jean-Talon,45,22,10,0,0,19,71,0,2020-04-21
Pavillon Albert-Prévost,23,13,3,1,0,0,5,0,2020-04-21
Hôpital de Lachine,50,14,7,0,0,6,25,0,2020-04-21
Hôpital général de Montréal,65,31,20,2,1,30,58,0,2020-04-21
Hôpital Royal Victoria,79,33,26,2,0,20,88,1,2020-04-21
L'hôpital de Montréal pour enfants,25,12,3,0,0,0,53,0,2020-04-21
Institut de cardiologie de Montréal,77,22,17,4,1,0,40,0,2020-04-21
CHU Sainte-Justine,6,16,1,0,0,2,64,3,2020-04-22
Centre hospitalier de l'Université de Montréal,53,51,27,7,1,20,117,0,2020-04-22
Hôpital Louis-H. Lafontaine,42,12,5,1,0,2,12,0,2020-04-22
Hôpital Santa Cabrini,108,38,41,16,4,34,85,0,2020-04-22
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,128,54,69,27,6,41,138,2,2020-04-22
Centre hospitalier de St. Mary,73,22,16,1,0,17,73,2,2020-04-22
Hôpital de LaSalle,40,15,6,1,0,11,53,0,2020-04-22
Hôpital Douglas,117,6,7,2,0,0,9,0,2020-04-22
Hôpital général du Lakeshore,100,31,31,13,3,15,64,0,2020-04-22
L'Hôpital général juif Sir Mortimer B. Davis,53,53,28,2,0,36,118,0,2020-04-22
Hôpital de Verdun,104,26,27,1,0,22,82,0,2020-04-22
Hôpital Notre-Dame,126,35,44,12,4,33,75,0,2020-04-22
Hôpital du Sacré-Coeur de Montréal,54,46,25,4,0,27,84,0,2020-04-22
Hôpital Fleury,56,18,10,3,0,15,66,0,2020-04-22
Hôpital Jean-Talon,36,22,8,0,0,14,74,1,2020-04-22
Pavillon Albert-Prévost,31,13,4,0,0,1,8,0,2020-04-22
Hôpital de Lachine,43,14,6,0,0,11,34,0,2020-04-22
Hôpital général de Montréal,87,31,27,4,0,23,49,1,2020-04-22
Hôpital Royal Victoria,85,33,28,6,0,22,82,0,2020-04-22
L'hôpital de Montréal pour enfants,33,12,4,0,0,4,65,0,2020-04-22
Institut de cardiologie de Montréal,68,22,15,2,1,2,43,0,2020-04-22
CHU Sainte-Justine,6,16,1,0,0,4,71,7,2020-04-23
Centre hospitalier de l'Université de Montréal,90,51,46,3,1,32,97,0,2020-04-23
Hôpital Louis-H. Lafontaine,42,12,5,0,0,3,13,0,2020-04-23
Hôpital Santa Cabrini,116,38,44,25,6,37,79,0,2020-04-23
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,93,54,50,17,3,36,120,0,2020-04-23
Centre hospitalier de St. Mary,95,22,21,0,0,14,73,0,2020-04-23
Hôpital de LaSalle,40,15,6,1,0,5,45,0,2020-04-23
Hôpital Douglas,50,6,3,0,0,3,12,0,2020-04-23
Hôpital général du Lakeshore,126,31,39,14,5,17,72,0,2020-04-23
L'Hôpital général juif Sir Mortimer B. Davis,34,53,18,0,0,31,123,2,2020-04-23
Hôpital de Verdun,81,26,21,2,0,25,103,0,2020-04-23
Hôpital Notre-Dame,111,35,39,9,2,37,83,0,2020-04-23
Hôpital du Sacré-Coeur de Montréal,52,46,24,2,1,27,84,0,2020-04-23
Hôpital Fleury,67,18,12,0,0,22,75,0,2020-04-23
Hôpital Jean-Talon,55,22,12,0,0,18,72,0,2020-04-23
Pavillon Albert-Prévost,23,13,3,1,0,0,9,0,2020-04-23
Hôpital de Lachine,29,14,4,2,0,5,25,0,2020-04-23
Hôpital général de Montréal,87,31,27,4,2,26,48,1,2020-04-23
Hôpital Royal Victoria,103,33,34,11,3,21,88,1,2020-04-23
L'hôpital de Montréal pour enfants,17,12,2,0,0,2,61,0,2020-04-23
Institut de cardiologie de Montréal,55,22,12,4,2,1,49,0,2020-04-23
CHU Sainte-Justine,44,16,7,0,0,2,75,10,2020-04-24
Centre hospitalier de l'Université de Montréal,71,51,36,5,0,37,114,0,2020-04-24
Hôpital Louis-H. Lafontaine,8,12,1,0,0,3,9,0,2020-04-24
Hôpital Santa Cabrini,116,38,44,21,11,32,74,0,2020-04-24
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,94,54,51,17,3,39,130,0,2020-04-24
Centre hospitalier de St. Mary,95,22,21,4,0,17,77,0,2020-04-24
Hôpital de LaSalle,47,15,7,2,0,8,53,0,2020-04-24
Hôpital Douglas,33,6,2,0,0,0,11,0,2020-04-24
Hôpital général du Lakeshore,74,31,23,5,1,16,67,0,2020-04-24
L'Hôpital général juif Sir Mortimer B. Davis,58,53,31,0,0,35,111,1,2020-04-24
Hôpital de Verdun,81,26,21,0,0,15,76,0,2020-04-24
Hôpital Notre-Dame,89,35,31,9,4,34,79,0,2020-04-24
Hôpital du Sacré-Coeur de Montréal,50,46,23,0,0,31,106,0,2020-04-24
Hôpital Fleury,67,18,12,2,0,15,54,0,2020-04-24
Hôpital Jean-Talon,55,22,12,1,0,20,59,0,2020-04-24
Pavillon Albert-Prévost,15,13,2,0,0,0,7,0,2020-04-24
Hôpital de Lachine,21,14,3,0,0,2,22,0,2020-04-24
Hôpital général de Montréal,65,31,20,1,0,24,53,0,2020-04-24
Hôpital Royal Victoria,127,33,42,11,3,23,115,2,2020-04-24
L'hôpital de Montréal pour enfants,25,12,3,0,0,3,59,0,2020-04-24
Institut de cardiologie de Montréal,32,22,7,3,1,3,48,0,2020-04-24
CHU Sainte-Justine,12,16,2,0,0,10,86,5,2020-04-25
Centre hospitalier de l'Université de Montréal,65,51,33,9,0,30,85,0,2020-04-25
Hôpital Louis-H. Lafontaine,17,12,2,0,0,1,5,0,2020-04-25
Hôpital Santa Cabrini,134,38,51,27,11,35,68,0,2020-04-25
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,119,54,64,21,9,40,129,1,2020-04-25
Centre hospitalier de St. Mary,41,22,9,2,0,22,79,0,2020-04-25
Hôpital de LaSalle,47,15,7,1,0,7,40,0,2020-04-25
Hôpital Douglas,83,6,5,0,0,1,9,0,2020-04-25
Hôpital général du Lakeshore,65,31,20,8,2,16,54,0,2020-04-25
L'Hôpital général juif Sir Mortimer B. Davis,45,53,24,2,0,32,109,0,2020-04-25
Hôpital de Verdun,54,26,14,1,0,21,83,0,2020-04-25
Hôpital Notre-Dame,89,35,31,5,2,37,75,0,2020-04-25
Hôpital du Sacré-Coeur de Montréal,59,46,27,2,0,18,71,0,2020-04-25
Hôpital Fleury,83,18,15,3,0,15,58,0,2020-04-25
Hôpital Jean-Talon,64,22,14,1,0,16,52,1,2020-04-25
Pavillon Albert-Prévost,0,13,0,0,0,0,5,0,2020-04-25
Hôpital de Lachine,71,14,10,0,0,8,26,0,2020-04-25
Hôpital général de Montréal,74,31,23,4,0,20,55,0,2020-04-25
Hôpital Royal Victoria,130,33,43,20,5,16,65,1,2020-04-25
L'hôpital de Montréal pour enfants,33,12,4,0,0,1,64,0,2020-04-25
Institut de cardiologie de Montréal,41,22,9,1,1,1,30,0,2020-04-25
CHU Sainte-Justine,56,16,9,0,0,4,99,8,2020-04-26
Centre hospitalier de l'Université de Montréal,78,51,40,8,0,16,100,0,2020-04-26
Hôpital Louis-H. Lafontaine,25,12,3,2,0,3,6,0,2020-04-26
Hôpital Santa Cabrini,134,38,51,26,10,28,59,0,2020-04-26
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,120,54,65,30,8,36,127,0,2020-04-26
Centre hospitalier de St. Mary,64,22,14,1,0,19,71,0,2020-04-26
Hôpital de LaSalle,67,15,10,0,0,4,34,0,2020-04-26
Hôpital Douglas,117,6,7,4,0,1,10,0,2020-04-26
Hôpital général du Lakeshore,77,31,24,8,2,15,81,0,2020-04-26
L'Hôpital général juif Sir Mortimer B. Davis,38,53,20,1,0,29,91,1,2020-04-26
Hôpital de Verdun,108,26,28,2,0,23,71,0,2020-04-26
Hôpital Notre-Dame,103,35,36,15,2,33,63,0,2020-04-26
Hôpital du Sacré-Coeur de Montréal,43,46,20,6,0,17,70,0,2020-04-26
Hôpital Fleury,89,18,16,5,0,12,51,1,2020-04-26
Hôpital Jean-Talon,68,22,15,1,0,17,76,1,2020-04-26
Pavillon Albert-Prévost,15,13,2,0,0,1,8,0,2020-04-26
Hôpital de Lachine,36,14,5,1,0,9,25,0,2020-04-26
Hôpital général de Montréal,68,31,21,1,0,16,50,0,2020-04-26
Hôpital Royal Victoria,106,33,35,16,12,21,86,1,2020-04-26
L'hôpital de Montréal pour enfants,33,12,4,0,0,2,58,0,2020-04-26
Institut de cardiologie de Montréal,73,22,16,3,0,2,33,0,2020-04-26
CHU Sainte-Justine,25,16,4,0,0,5,79,4,2020-04-27
Centre hospitalier de l'Université de Montréal,88,51,45,6,3,18,118,0,2020-04-27
Hôpital Louis-H. Lafontaine,8,12,1,0,0,2,6,0,2020-04-27
Hôpital Santa Cabrini,116,38,44,24,9,35,83,0,2020-04-27
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,104,54,56,15,7,42,127,0,2020-04-27
Centre hospitalier de St. Mary,64,22,14,0,0,14,65,0,2020-04-27
Hôpital de LaSalle,73,15,11,2,0,11,58,0,2020-04-27
Hôpital Douglas,0,6,0,0,0,1,13,0,2020-04-27
Hôpital général du Lakeshore,106,31,33,11,4,21,76,1,2020-04-27
L'Hôpital général juif Sir Mortimer B. Davis,45,53,24,0,0,28,132,2,2020-04-27
Hôpital de Verdun,135,26,35,2,0,14,121,0,2020-04-27
Hôpital Notre-Dame,120,35,42,14,5,41,87,0,2020-04-27
Hôpital du Sacré-Coeur de Montréal,54,46,25,5,1,30,91,0,2020-04-27
Hôpital Fleury,94,18,17,3,0,19,71,0,2020-04-27
Hôpital Jean-Talon,77,22,17,2,0,17,82,1,2020-04-27
Pavillon Albert-Prévost,31,13,4,1,0,0,7,0,2020-04-27
Hôpital de Lachine,64,14,9,1,0,8,39,0,2020-04-27
Hôpital général de Montréal,81,31,25,2,0,26,64,2,2020-04-27
Hôpital Royal Victoria,100,33,33,8,4,23,93,4,2020-04-27
L'hôpital de Montréal pour enfants,25,12,3,0,0,2,67,0,2020-04-27
Institut de cardiologie de Montréal,64,22,14,4,0,0,52,0,2020-04-27
CHU Sainte-Justine,44,16,7,0,0,5,98,8,2020-04-28
Centre hospitalier de l'Université de Montréal,80,51,41,6,1,30,118,0,2020-04-28
Hôpital Louis-H. Lafontaine,25,12,3,0,0,1,15,0,2020-04-28
Hôpital Santa Cabrini,132,38,50,24,12,31,71,0,2020-04-28
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,107,54,58,20,4,40,154,0,2020-04-28
Centre hospitalier de St. Mary,59,22,13,0,0,22,92,0,2020-04-28
Hôpital de LaSalle,60,15,9,2,0,8,56,0,2020-04-28
Hôpital Douglas,50,6,3,0,0,2,9,0,2020-04-28
Hôpital général du Lakeshore,116,31,36,12,6,21,71,0,2020-04-28
L'Hôpital général juif Sir Mortimer B. Davis,38,53,20,1,0,36,134,2,2020-04-28
Hôpital de Verdun,131,26,34,2,0,18,125,0,2020-04-28
Hôpital Notre-Dame,114,35,40,14,3,33,81,0,2020-04-28
Hôpital du Sacré-Coeur de Montréal,63,46,29,6,1,22,76,0,2020-04-28
Hôpital Fleury,61,18,11,0,0,17,55,0,2020-04-28
Hôpital Jean-Talon,50,22,11,1,0,18,90,1,2020-04-28
Pavillon Albert-Prévost,15,13,2,0,0,1,6,0,2020-04-28
Hôpital de Lachine,64,14,9,1,0,9,30,0,2020-04-28
Hôpital général de Montréal,52,31,16,0,0,32,63,1,2020-04-28
Hôpital Royal Victoria,103,33,34,7,2,16,92,2,2020-04-28
L'hôpital de Montréal pour enfants,42,12,5,0,0,2,76,1,2020-04-28
Institut de cardiologie de Montréal,55,22,12,4,0,2,44,0,2020-04-28
CHU Sainte-Justine,25,16,4,0,0,7,126,6,2020-04-29
Centre hospitalier de l'Université de Montréal,80,51,41,14,1,29,114,0,2020-04-29
Hôpital Louis-H. Lafontaine,33,12,4,2,0,0,4,0,2020-04-29
Hôpital Santa Cabrini,116,38,44,21,9,37,72,0,2020-04-29
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,94,54,51,23,7,47,116,0,2020-04-29
Centre hospitalier de St. Mary,73,22,16,2,0,16,61,0,2020-04-29
Hôpital de LaSalle,73,15,11,0,0,11,50,1,2020-04-29
Hôpital Douglas,17,6,1,0,0,1,8,0,2020-04-29
Hôpital général du Lakeshore,113,31,35,16,4,17,72,0,2020-04-29
L'Hôpital général juif Sir Mortimer B. Davis,32,53,17,1,0,30,113,0,2020-04-29
Hôpital de Verdun,73,26,19,1,0,18,122,0,2020-04-29
Hôpital Notre-Dame,149,35,52,22,9,34,75,0,2020-04-29
Hôpital du Sacré-Coeur de Montréal,54,46,25,3,0,21,85,0,2020-04-29
Hôpital Fleury,61,18,11,0,0,20,66,0,2020-04-29
Hôpital Jean-Talon,77,22,17,0,0,14,85,1,2020-04-29
Pavillon Albert-Prévost,15,13,2,1,0,0,3,0,2020-04-29
Hôpital de Lachine,79,14,11,1,0,9,29,0,2020-04-29
Hôpital général de Montréal,45,31,14,0,0,25,63,0,2020-04-29
Hôpital Royal Victoria,109,33,36,10,1,15,88,3,2020-04-29
L'hôpital de Montréal pour enfants,33,12,4,0,0,4,69,1,2020-04-29
Institut de cardiologie de Montréal,45,22,10,1,0,2,51,0,2020-04-29
CHU Sainte-Justine,19,16,3,0,0,7,107,5,2020-04-30
Centre hospitalier de l'Université de Montréal,86,51,44,5,1,35,148,0,2020-04-30
Hôpital Louis-H. Lafontaine,17,12,2,1,0,1,10,0,2020-04-30
Hôpital Santa Cabrini,92,38,35,19,8,30,68,0,2020-04-30
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,100,54,54,15,2,36,91,0,2020-04-30
Centre hospitalier de St. Mary,73,22,16,2,0,19,89,0,2020-04-30
Hôpital de LaSalle,73,15,11,1,0,9,49,0,2020-04-30
Hôpital Douglas,0,6,0,0,0,1,6,0,2020-04-30
Hôpital général du Lakeshore,84,31,26,9,4,20,61,0,2020-04-30
L'Hôpital général juif Sir Mortimer B. Davis,43,53,23,1,0,33,142,2,2020-04-30
Hôpital de Verdun,58,26,15,3,0,17,81,0,2020-04-30
Hôpital Notre-Dame,120,35,42,23,13,31,90,0,2020-04-30
Hôpital du Sacré-Coeur de Montréal,43,46,20,1,0,25,85,0,2020-04-30
Hôpital Fleury,72,18,13,1,0,14,75,0,2020-04-30
Hôpital Jean-Talon,32,22,7,0,0,18,69,0,2020-04-30
Pavillon Albert-Prévost,15,13,2,1,1,0,5,0,2020-04-30
Hôpital de Lachine,86,14,12,3,0,10,28,0,2020-04-30
Hôpital général de Montréal,45,31,14,0,0,18,54,1,2020-04-30
Hôpital Royal Victoria,130,33,43,7,1,15,96,0,2020-04-30
L'hôpital de Montréal pour enfants,17,12,2,0,0,2,70,0,2020-04-30
Institut de cardiologie de Montréal,64,22,14,2,0,1,44,0,2020-04-30
CHU Sainte-Justine,25,16,4,0,0,6,108,3,2020-05-01
Centre hospitalier de l'Université de Montréal,96,51,49,8,1,40,149,0,2020-05-01
Hôpital Louis-H. Lafontaine,8,12,1,1,1,0,7,0,2020-05-01
Hôpital Santa Cabrini,87,38,33,11,4,29,62,0,2020-05-01
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,76,54,41,10,3,30,97,2,2020-05-01
Centre hospitalier de St. Mary,100,22,22,2,0,19,96,0,2020-05-01
Hôpital de LaSalle,80,15,12,2,0,7,53,0,2020-05-01
Hôpital Douglas,33,6,2,0,0,1,10,0,2020-05-01
Hôpital général du Lakeshore,87,31,27,11,4,13,62,0,2020-05-01
L'Hôpital général juif Sir Mortimer B. Davis,32,53,17,0,0,32,132,1,2020-05-01
Hôpital de Verdun,100,26,26,0,0,15,89,0,2020-05-01
Hôpital Notre-Dame,109,35,38,14,5,39,81,0,2020-05-01
Hôpital du Sacré-Coeur de Montréal,41,46,19,3,0,26,94,0,2020-05-01
Hôpital Fleury,61,18,11,2,0,21,59,0,2020-05-01
Hôpital Jean-Talon,73,22,16,0,0,19,77,2,2020-05-01
Pavillon Albert-Prévost,54,13,7,2,1,0,9,0,2020-05-01
Hôpital de Lachine,50,14,7,0,0,7,26,0,2020-05-01
Hôpital général de Montréal,48,31,15,0,0,19,56,0,2020-05-01
Hôpital Royal Victoria,121,33,40,11,0,9,101,1,2020-05-01
L'hôpital de Montréal pour enfants,25,12,3,0,0,9,73,1,2020-05-01
Institut de cardiologie de Montréal,32,22,7,2,0,2,57,0,2020-05-01
CHU Sainte-Justine,38,16,6,0,0,6,99,3,2020-05-02
Centre hospitalier de l'Université de Montréal,110,51,56,16,0,41,128,0,2020-05-02
Hôpital Louis-H. Lafontaine,8,12,1,0,0,4,8,0,2020-05-02
Hôpital Santa Cabrini,97,38,37,16,4,27,56,0,2020-05-02
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,81,54,44,15,1,30,91,0,2020-05-02
Centre hospitalier de St. Mary,73,22,16,1,0,14,56,1,2020-05-02
Hôpital de LaSalle,53,15,8,2,0,9,40,0,2020-05-02
Hôpital Douglas,67,6,4,0,0,2,11,0,2020-05-02
Hôpital général du Lakeshore,103,31,32,12,7,21,62,0,2020-05-02
L'Hôpital général juif Sir Mortimer B. Davis,47,53,25,2,0,32,120,0,2020-05-02
Hôpital de Verdun,81,26,21,5,0,18,80,0,2020-05-02
Hôpital Notre-Dame,86,35,30,12,4,34,74,0,2020-05-02
Hôpital du Sacré-Coeur de Montréal,43,46,20,1,0,22,84,0,2020-05-02
Hôpital Fleury,67,18,12,3,0,18,51,0,2020-05-02
Hôpital Jean-Talon,77,22,17,1,0,19,56,0,2020-05-02
Pavillon Albert-Prévost,31,13,4,3,0,1,5,0,2020-05-02
Hôpital de Lachine,57,14,8,0,0,8,26,0,2020-05-02
Hôpital général de Montréal,35,31,11,0,0,20,35,0,2020-05-02
Hôpital Royal Victoria,94,33,31,16,8,18,68,0,2020-05-02
L'hôpital de Montréal pour enfants,25,12,3,0,0,2,57,0,2020-05-02
Institut de cardiologie de Montréal,55,22,12,3,0,3,37,0,2020-05-02
CHU Sainte-Justine,19,16,3,0,0,4,107,5,2020-05-04
Centre hospitalier de l'Université de Montréal,98,51,50,15,6,43,153,0,2020-05-04
Hôpital Louis-H. Lafontaine,33,12,4,0,0,3,7,0,2020-05-04
Hôpital Santa Cabrini,134,38,51,16,7,40,80,0,2020-05-04
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,83,54,45,13,2,37,122,1,2020-05-04
Centre hospitalier de St. Mary,68,22,15,3,0,20,88,0,2020-05-04
Hôpital de LaSalle,60,15,9,1,0,9,72,0,2020-05-04
Hôpital Douglas,0,6,0,0,0,3,5,0,2020-05-04
Hôpital général du Lakeshore,116,31,36,15,9,21,62,0,2020-05-04
L'Hôpital général juif Sir Mortimer B. Davis,47,53,25,2,0,27,155,2,2020-05-04
Hôpital de Verdun,73,26,19,2,0,22,78,0,2020-05-04
Hôpital Notre-Dame,66,35,23,9,3,36,89,0,2020-05-04
Hôpital du Sacré-Coeur de Montréal,50,46,23,1,0,26,93,0,2020-05-04
Hôpital Fleury,78,18,14,1,0,19,64,0,2020-05-04
Hôpital Jean-Talon,73,22,16,2,0,18,73,0,2020-05-04
Pavillon Albert-Prévost,31,13,4,0,0,0,7,0,2020-05-04
Hôpital de Lachine,71,14,10,1,0,8,38,0,2020-05-04
Hôpital général de Montréal,77,31,24,3,0,25,59,0,2020-05-04
Hôpital Royal Victoria,127,33,42,18,7,13,105,0,2020-05-04
L'hôpital de Montréal pour enfants,67,12,8,0,0,3,75,1,2020-05-04
Institut de cardiologie de Montréal,59,22,13,2,0,0,39,0,2020-05-04
CHU Sainte-Justine,19,16,3,0,0,5,107,5,2020-05-05
Centre hospitalier de l'Université de Montréal,90,51,46,8,1,44,130,0,2020-05-05
Hôpital Louis-H. Lafontaine,42,12,5,3,0,0,11,0,2020-05-05
Hôpital Santa Cabrini,108,38,41,21,6,31,75,0,2020-05-05
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,102,54,55,10,3,34,117,0,2020-05-05
Centre hospitalier de St. Mary,77,22,17,0,0,21,89,0,2020-05-05
Hôpital de LaSalle,87,15,13,3,0,8,49,0,2020-05-05
Hôpital Douglas,67,6,4,0,0,5,17,0,2020-05-05
Hôpital général du Lakeshore,94,31,29,8,4,20,58,0,2020-05-05
L'Hôpital général juif Sir Mortimer B. Davis,62,53,33,2,0,28,138,1,2020-05-05
Hôpital de Verdun,50,26,13,1,0,15,81,0,2020-05-05
Hôpital Notre-Dame,97,35,34,3,2,33,88,0,2020-05-05
Hôpital du Sacré-Coeur de Montréal,59,46,27,7,0,28,94,0,2020-05-05
Hôpital Fleury,61,18,11,0,0,17,49,1,2020-05-05
Hôpital Jean-Talon,50,22,11,0,0,15,70,0,2020-05-05
Pavillon Albert-Prévost,31,13,4,2,0,2,5,0,2020-05-05
Hôpital de Lachine,71,14,10,1,0,8,27,0,2020-05-05
Hôpital général de Montréal,68,31,21,7,1,19,54,0,2020-05-05
Hôpital Royal Victoria,97,33,32,13,6,15,87,1,2020-05-05
L'hôpital de Montréal pour enfants,33,12,4,0,0,3,68,1,2020-05-05
